Name,IDfg,Age,Team,xwOBA,xSLG,xBA,Barrel%,HardHit%,K%,BB%,BABIP,SwStr%,wRC+,HR/FB,GB%,FB%,Pull%,Spd,HR,RBI,R,SB,AVG,OBP,SLG,wOBA,proj_PA,xwOBA_rank
Mitch Garver,15161,35,SEA,0.3056,0.382,0.2045,0.0897,0.4298,0.2805,0.1152,0.2526,0.1081,97.7635,0.1315,0.3463,0.4779,0.4814,2.3572,11.003,41.282,34.671,0.803,0.206,0.306,0.373,0.3,336,328.5
Josh Lowe,19953,28,TBR,0.3056,0.3993,0.2414,0.0815,0.4117,0.2709,0.0749,0.3102,0.1379,94.9941,0.1238,0.4182,0.3524,0.3686,6.5961,12.131,46.699,53.111,20.648,0.241,0.299,0.4,0.303,419,328.5
Luis Rengifo,19858,29,LAA,0.3052,0.3791,0.2572,0.0498,0.3336,0.1789,0.0629,0.2948,0.1081,91.1036,0.1017,0.5049,0.2792,0.3736,4.8182,9.747,42.418,51.57,10.389,0.256,0.308,0.376,0.301,453,330.0
Matt Carpenter,8090,39,STL,0.3051,0.3624,0.1954,0.0921,0.3053,0.2978,0.1317,0.2863,0.1065,101.9842,0.1063,0.2655,0.5157,0.4815,1.8058,4.148,23.948,17.506,0.259,0.216,0.327,0.382,0.314,183,331.0
Darell Hernaiz,26224,24,ATH,0.305,0.351,0.255,0.032,0.301,0.122,0.086,0.25,0.081,65.0,0.041,0.477,0.32,0.378,3.6,1.94,16.0,17.0,3.0,0.231,0.292,0.306,0.266,197,332.0
Miguel Amaya,21693,27,CHC,0.3048,0.3839,0.2446,0.0596,0.3354,0.1952,0.0587,0.2782,0.1146,95.0969,0.0985,0.4004,0.3965,0.4201,2.0186,6.487,36.797,24.967,0.0,0.242,0.301,0.395,0.304,194,333.0
Jackson Holliday,31781,22,BAL,0.3047,0.3928,0.2325,0.0787,0.4143,0.2354,0.0837,0.2867,0.1058,90.3261,0.1127,0.4915,0.3428,0.3672,5.1006,14.248,49.66,62.991,14.831,0.233,0.304,0.364,0.295,479,335.0
Wenceel Perez,22857,26,DET,0.3047,0.3819,0.242,0.0696,0.3609,0.2225,0.0785,0.2887,0.1029,99.3143,0.0948,0.3569,0.4373,0.426,6.0819,11.248,40.543,48.638,8.41,0.243,0.305,0.411,0.31,399,335.0
Matt Thaiss,19318,31,- - -,0.3047,0.3393,0.2041,0.0708,0.415,0.269,0.1426,0.294,0.1388,86.5277,0.0621,0.4201,0.382,0.4157,3.1008,3.185,20.098,19.82,1.46,0.213,0.334,0.305,0.294,211,335.0
Andres Gimenez,19950,27,TOR,0.3046,0.3671,0.2534,0.0368,0.2851,0.1714,0.054,0.2747,0.1132,85.1068,0.0788,0.4628,0.3319,0.3987,5.877,10.131,53.476,58.073,22.187,0.24,0.302,0.352,0.288,501,337.0
Brenton Doyle,25479,28,COL,0.3045,0.4145,0.2365,0.1038,0.4193,0.2699,0.0623,0.2994,0.1434,73.05,0.1262,0.4448,0.3715,0.4204,6.4305,16.709,60.9,64.401,20.978,0.238,0.285,0.396,0.294,538,338.0
Emmanuel Rivera,19890,30,BAL,0.3042,0.3759,0.2491,0.057,0.4083,0.2109,0.0715,0.3025,0.1282,79.9697,0.0585,0.4702,0.3189,0.3112,3.1338,3.84,25.704,22.764,1.18,0.246,0.305,0.336,0.284,220,339.0
Mitch Haniger,14274,34,SEA,0.3041,0.3999,0.2214,0.0965,0.4623,0.292,0.0873,0.276,0.1296,84.4201,0.1235,0.4041,0.386,0.4369,1.9922,9.088,39.585,37.729,0.153,0.211,0.283,0.349,0.28,339,340.0
Jacob Wilson,33266,24,ATH,0.304,0.364,0.277,0.022,0.247,0.075,0.052,0.317,0.041,121.0,0.105,0.525,0.278,0.367,2.9,12.61,63.0,62.0,5.0,0.311,0.355,0.444,0.348,523,343.0
Derek Hill,16947,30,- - -,0.304,0.4106,0.2358,0.1112,0.4408,0.3237,0.047,0.3159,0.1714,77.963,0.1615,0.4555,0.3007,0.3239,6.6096,4.396,16.867,19.0,5.528,0.226,0.277,0.367,0.282,158,343.0
Travis d'Arnaud,7739,37,LAA,0.304,0.4115,0.2221,0.1036,0.3996,0.2733,0.0628,0.2741,0.1517,86.3063,0.1463,0.4201,0.3844,0.4068,1.6013,8.893,37.152,31.083,0.211,0.223,0.283,0.397,0.296,286,343.0
Mike Brosseau,19683,29,MIL,0.304,0.375,0.214,0.086,0.419,0.3,0.088,0.345,0.128,118.0,0.15,0.409,0.43,0.409,3.1,5.76,23.0,15.0,1.76,0.255,0.344,0.418,0.338,160,343.0
Cam Smith,35108,23,HOU,0.304,0.376,0.235,0.069,0.408,0.278,0.087,0.32,0.126,90.0,0.096,0.451,0.307,0.376,5.3,8.64,51.0,55.0,8.0,0.236,0.312,0.358,0.298,493,343.0
Danny Jansen,16535,31,- - -,0.3039,0.3731,0.2049,0.086,0.3627,0.2235,0.1152,0.2421,0.0898,102.8537,0.1205,0.2978,0.5295,0.5169,1.3678,12.015,35.615,36.93,0.036,0.216,0.317,0.402,0.316,322,346.5
Brendan Rodgers,17907,29,HOU,0.3039,0.3933,0.2414,0.0824,0.4462,0.2568,0.0663,0.3221,0.1239,79.9325,0.1169,0.5253,0.2865,0.3585,2.7043,9.242,42.026,50.611,0.486,0.25,0.305,0.378,0.3,287,346.5
Luis Urias,16622,29,ATH,0.3035,0.3501,0.2267,0.0452,0.3047,0.1596,0.0992,0.2495,0.0621,87.3687,0.0859,0.4319,0.3996,0.4595,2.053,7.975,26.83,29.186,1.389,0.226,0.321,0.341,0.298,304,349.5
Jose Tena,23691,25,WSN,0.3035,0.3847,0.2464,0.0639,0.4383,0.2286,0.071,0.3278,0.0953,85.7007,0.033,0.5437,0.2608,0.2861,5.3336,1.127,15.617,17.084,4.15,0.252,0.308,0.355,0.292,169,349.5
Stuart Fairchild,20321,29,CIN,0.3035,0.3892,0.2198,0.0782,0.3399,0.2632,0.0829,0.2788,0.1568,83.3601,0.1011,0.3803,0.4534,0.4855,6.6982,6.538,29.207,33.396,10.394,0.22,0.3,0.376,0.298,241,349.5
Evan Carter,27790,23,TEX,0.3035,0.3587,0.2337,0.059,0.3391,0.2109,0.0882,0.2708,0.0973,98.8054,0.0905,0.4004,0.4184,0.4015,7.6109,4.8,21.848,28.479,10.218,0.228,0.316,0.382,0.307,198,349.5
Christian Encarnacion-Strand,30011,26,CIN,0.3032,0.4366,0.2305,0.096,0.4575,0.2547,0.0363,0.2679,0.136,80.4634,0.1628,0.3725,0.4426,0.4435,2.5782,8.694,26.154,19.36,0.795,0.233,0.271,0.417,0.295,165,352.5
Jason Heyward,4940,35,- - -,0.3032,0.3769,0.2368,0.0661,0.3935,0.19,0.0865,0.2566,0.1,102.6719,0.1416,0.4682,0.3801,0.5212,4.7171,9.803,36.734,42.057,2.205,0.236,0.31,0.431,0.318,286,352.5
Tyler Nevin,17893,28,OAK,0.3027,0.3776,0.2149,0.0809,0.4044,0.2323,0.0922,0.2449,0.1062,80.3634,0.0945,0.424,0.3763,0.3203,1.9299,6.287,19.532,21.416,0.812,0.203,0.289,0.323,0.274,262,354.0
Nick Gonzales,27490,27,PIT,0.3025,0.3855,0.2596,0.0577,0.3809,0.1835,0.0495,0.3108,0.13,86.4662,0.0571,0.4509,0.3314,0.414,3.6699,5.744,37.072,40.117,1.786,0.264,0.303,0.375,0.296,400,355.0
Tyrone Taylor,13675,32,NYM,0.3024,0.3892,0.2503,0.0565,0.3587,0.2283,0.0482,0.2891,0.1052,83.1351,0.0593,0.3467,0.4174,0.4676,6.7888,5.107,32.254,39.362,8.092,0.233,0.284,0.37,0.285,329,356.0
Yasmani Grandal,11368,36,PIT,0.3023,0.3741,0.2282,0.0692,0.3879,0.2018,0.0975,0.2637,0.0858,84.887,0.1041,0.4518,0.3648,0.4193,1.5629,6.585,29.598,27.557,0.34,0.227,0.306,0.356,0.293,312,357.0
Robbie Grossman,5254,35,- - -,0.3021,0.3344,0.2172,0.0482,0.3218,0.2406,0.1342,0.2835,0.0748,92.6229,0.0681,0.3654,0.407,0.4455,3.2747,5.562,34.708,38.948,1.685,0.223,0.328,0.339,0.3,329,358.0
Jesus Aguilar,11342,33,- - -,0.302,0.409,0.239,0.067,0.36,0.235,0.055,0.278,0.124,82.0,0.101,0.309,0.451,0.371,1.5,14.08,51.0,39.0,0.72,0.235,0.281,0.379,0.288,507,361.5
John Rave,26284,28,KCR,0.302,0.349,0.228,0.055,0.4,0.263,0.103,0.25,0.085,65.0,0.121,0.524,0.32,0.427,4.6,3.92,14.0,18.0,6.44,0.196,0.283,0.307,0.267,175,361.5
Bobby Dalbec,19966,28,BOS,0.302,0.398,0.216,0.118,0.458,0.334,0.082,0.293,0.155,80.0,0.145,0.389,0.409,0.36,5.0,11.76,39.0,40.0,2.76,0.215,0.283,0.369,0.287,353,361.5
Nick Sogard,25483,28,BOS,0.302,0.375,0.251,0.056,0.347,0.231,0.048,0.347,0.08,83.0,0.0,0.444,0.306,0.472,4.4,0.0,9.0,13.0,1.84,0.26,0.317,0.344,0.295,104,361.5
Matt Shaw,33322,24,CHC,0.302,0.375,0.237,0.069,0.294,0.215,0.087,0.262,0.092,93.0,0.108,0.393,0.4,0.416,6.3,12.61,44.0,57.0,17.0,0.226,0.295,0.394,0.3,437,361.5
Nolan Arenado,9777,35,STL,0.302,0.3856,0.2524,0.0463,0.3379,0.1344,0.0677,0.2711,0.0802,99.6654,0.0937,0.3739,0.4226,0.4663,2.8722,14.646,70.338,61.99,1.784,0.259,0.311,0.41,0.311,536,361.5
Ezequiel Tovar,24064,24,COL,0.3019,0.4177,0.2447,0.0891,0.3864,0.2704,0.0425,0.3324,0.1808,83.2761,0.1071,0.3548,0.4033,0.3796,4.9278,16.792,60.272,67.709,6.723,0.26,0.293,0.43,0.31,528,365.0
Juan Yepez,18400,27,WSN,0.3018,0.3763,0.2455,0.065,0.3526,0.1787,0.0695,0.3133,0.1026,111.0981,0.1128,0.4886,0.3256,0.4448,2.7032,7.082,26.722,31.098,1.574,0.278,0.328,0.432,0.329,253,366.0
Sam Haggerty,18054,32,TEX,0.3017,0.3588,0.2466,0.0259,0.3963,0.2104,0.0882,0.3189,0.121,100.0622,0.0599,0.4939,0.3223,0.405,8.5423,2.128,14.213,30.757,9.212,0.253,0.329,0.374,0.309,184,367.0
Sam Hilliard,17954,31,COL,0.3016,0.4083,0.2112,0.1367,0.5062,0.3401,0.0943,0.2999,0.1747,93.8788,0.2309,0.3979,0.4211,0.3634,6.699,7.713,24.374,26.0,4.0,0.228,0.3,0.458,0.324,165,368.5
Andy Ibanez,18819,33,DET,0.3016,0.3815,0.2453,0.0599,0.3709,0.1866,0.062,0.2869,0.1106,90.2027,0.0755,0.3982,0.4147,0.4319,3.9624,5.603,30.302,31.156,1.797,0.247,0.302,0.377,0.297,245,368.5
Austin Hays,19363,30,CIN,0.3012,0.4025,0.235,0.089,0.3909,0.2451,0.0618,0.3261,0.1419,105.0828,0.1201,0.4262,0.3745,0.4751,5.1693,12.67,56.251,58.156,4.332,0.265,0.314,0.437,0.322,405,370.0
Jake McCarthy,21622,28,ARI,0.3011,0.3627,0.2514,0.036,0.2592,0.1756,0.0607,0.2955,0.0902,88.9518,0.072,0.51,0.3035,0.3843,7.6281,5.59,36.874,44.886,17.435,0.252,0.311,0.372,0.299,326,371.0
Gio Urshela,10681,34,ATH,0.3007,0.3835,0.2586,0.0413,0.3173,0.1727,0.0567,0.3,0.114,82.1341,0.0511,0.4601,0.3023,0.3488,2.0062,4.921,39.691,27.91,0.346,0.257,0.298,0.359,0.287,301,372.0
Ramon Urias,18795,32,- - -,0.3004,0.3881,0.233,0.0807,0.4054,0.2202,0.0703,0.2952,0.1202,96.8489,0.1053,0.4495,0.36,0.4366,3.3194,9.025,42.437,37.924,1.807,0.249,0.307,0.394,0.305,369,373.5
Mark Canha,11445,37,KCR,0.3004,0.3386,0.225,0.0365,0.363,0.1874,0.0942,0.2899,0.0824,96.6747,0.0657,0.4512,0.381,0.4451,3.5084,6.097,42.878,43.051,3.856,0.244,0.336,0.352,0.308,316,373.5
Connor Joe,16572,32,PIT,0.3002,0.3493,0.2215,0.0593,0.3608,0.2227,0.1074,0.2919,0.0918,97.1736,0.0809,0.4088,0.407,0.4009,3.7713,8.531,37.201,54.827,2.15,0.236,0.329,0.386,0.316,440,375.5
Kole Calhoun,11200,36,CLE,0.3002,0.3988,0.2271,0.0803,0.4103,0.2614,0.0701,0.2509,0.1386,73.7252,0.1151,0.3557,0.4218,0.4587,2.4723,7.125,35.757,26.068,0.807,0.208,0.271,0.355,0.274,236,375.5
JJ Bleday,26368,28,ATH,0.3,0.3763,0.2155,0.0787,0.3697,0.2305,0.1096,0.2593,0.1158,102.8706,0.114,0.3619,0.4702,0.4496,3.102,15.579,46.178,57.174,1.898,0.222,0.309,0.409,0.313,418,378.5
Trey Mancini,15149,32,CHC,0.3,0.3784,0.2251,0.063,0.4023,0.2684,0.0843,0.3095,0.1335,87.798,0.0928,0.4422,0.3606,0.407,1.7294,8.975,42.931,41.665,0.0,0.236,0.308,0.359,0.294,344,378.5
Nick Senzel,19293,30,- - -,0.3,0.365,0.2373,0.0494,0.3024,0.2194,0.0904,0.2521,0.1006,75.6885,0.1108,0.4237,0.3802,0.3957,3.1617,8.326,27.727,36.716,3.254,0.215,0.29,0.352,0.283,305,378.5
Chase Meidroth,31580,24,CHW,0.3,0.333,0.254,0.016,0.361,0.143,0.089,0.291,0.043,87.0,0.049,0.533,0.271,0.366,4.1,4.85,23.0,54.0,14.0,0.253,0.329,0.32,0.294,505,378.5
Lane Thomas,16939,30,CLE,0.2997,0.3822,0.2288,0.0757,0.3845,0.2662,0.0755,0.2891,0.0958,93.0308,0.1248,0.404,0.4129,0.4493,5.6336,16.343,60.168,66.496,17.714,0.234,0.299,0.399,0.304,375,381.0
Rougned Odor,12282,30,SDP,0.2995,0.37,0.2225,0.067,0.3545,0.2335,0.088,0.2455,0.1215,82.4984,0.0885,0.3175,0.46,0.4255,4.5006,7.994,35.519,35.015,3.362,0.205,0.287,0.356,0.284,236,382.5
Matt McLain,29695,26,CIN,0.2995,0.3784,0.2211,0.0834,0.4097,0.2882,0.0913,0.3113,0.1105,87.7928,0.1146,0.387,0.4273,0.3464,5.3944,15.055,50.0,71.34,17.17,0.235,0.312,0.377,0.303,530,382.5
Graham Pauley,31363,25,MIA,0.299,0.343,0.223,0.055,0.354,0.196,0.114,0.262,0.113,90.0,0.068,0.373,0.468,0.354,4.6,3.92,11.0,18.0,2.0,0.224,0.311,0.366,0.3,184,384.5
TJ Friedl,19522,30,CIN,0.299,0.3235,0.2311,0.0294,0.311,0.1635,0.103,0.2874,0.0657,106.7108,0.095,0.392,0.4026,0.4672,5.1042,13.513,54.961,70.169,11.796,0.257,0.35,0.396,0.331,536,384.5
Jake Rogers,19452,31,DET,0.2989,0.4014,0.2126,0.1028,0.4234,0.2966,0.0802,0.2529,0.1304,77.5498,0.1406,0.4029,0.4053,0.466,3.5677,10.162,34.704,35.706,0.568,0.201,0.27,0.372,0.279,245,386.0
Kyle Higashioka,5517,36,TEX,0.2987,0.4168,0.2299,0.0965,0.4055,0.2459,0.0582,0.2683,0.1071,94.1085,0.1365,0.3398,0.4548,0.517,3.1856,10.155,43.625,30.224,1.268,0.234,0.28,0.423,0.302,292,388.0
Jeimer Candelario,13621,31,CIN,0.2987,0.389,0.2248,0.0806,0.352,0.2347,0.0712,0.2704,0.1213,99.1794,0.1456,0.4098,0.4028,0.4637,4.1685,18.438,60.743,58.702,4.095,0.234,0.3,0.438,0.317,501,388.0
Max Schuemann,24488,29,ATH,0.2987,0.3432,0.2248,0.0432,0.3548,0.2185,0.1024,0.266,0.1073,75.1995,0.0506,0.392,0.3954,0.3295,5.5965,4.675,25.052,40.086,9.695,0.21,0.304,0.293,0.273,308,388.0
Abraham Toro,19844,29,BOS,0.2985,0.3752,0.2471,0.046,0.3196,0.1599,0.0526,0.2608,0.0839,79.9865,0.0746,0.4319,0.3742,0.4223,3.4862,6.555,27.224,33.647,2.481,0.235,0.287,0.359,0.282,317,390.0
Zack Short,19562,29,DET,0.298,0.367,0.208,0.088,0.333,0.261,0.111,0.255,0.096,76.0,0.093,0.346,0.49,0.459,3.3,6.72,33.0,17.0,4.4,0.204,0.292,0.339,0.281,253,391.5
Jorge Alfaro,12180,30,SDP,0.298,0.411,0.236,0.112,0.385,0.358,0.04,0.364,0.217,90.0,0.149,0.466,0.292,0.354,2.4,6.58,40.0,25.0,0.84,0.246,0.285,0.383,0.291,274,391.5
James Outman,24770,29,- - -,0.2977,0.3746,0.198,0.1165,0.394,0.3608,0.1038,0.2632,0.1627,81.0884,0.1699,0.3622,0.4295,0.4597,5.5513,12.926,38.383,48.606,7.194,0.19,0.288,0.363,0.288,229,393.0
Keibert Ruiz,19610,27,WSN,0.2971,0.3764,0.2636,0.0357,0.2932,0.1048,0.0399,0.2539,0.0631,75.6323,0.062,0.4019,0.392,0.474,2.1627,10.356,47.93,38.795,1.661,0.244,0.281,0.359,0.279,393,394.5
Kyle Farmer,14813,35,COL,0.2971,0.3736,0.2345,0.0588,0.3331,0.2131,0.0631,0.2753,0.0941,79.4092,0.0998,0.4102,0.3736,0.4037,2.6449,7.225,37.933,33.418,0.987,0.233,0.295,0.374,0.293,312,394.5
Victor Reyes,15487,28,DET,0.297,0.382,0.261,0.05,0.368,0.229,0.039,0.322,0.14,84.0,0.04,0.444,0.314,0.413,3.7,2.94,34.0,27.0,1.84,0.254,0.289,0.362,0.284,336,397.5
Nomar Mazara,14553,28,SDP,0.297,0.369,0.249,0.042,0.328,0.234,0.058,0.342,0.112,94.0,0.043,0.361,0.387,0.345,1.3,1.96,18.0,16.0,0.0,0.264,0.316,0.352,0.297,171,397.5
Cole Young,31680,22,SEA,0.297,0.355,0.224,0.056,0.311,0.183,0.109,0.247,0.091,80.0,0.052,0.373,0.435,0.439,3.4,3.8,24.0,24.0,1.0,0.211,0.302,0.305,0.274,257,397.5
Chandler Simpson,31912,25,TBR,0.297,0.336,0.295,0.0,0.172,0.098,0.045,0.327,0.049,88.0,0.0,0.594,0.166,0.274,7.1,0.0,26.0,53.0,44.0,0.295,0.326,0.345,0.296,441,397.5
Wilmer Flores,5827,34,SFG,0.2969,0.3641,0.2304,0.0572,0.2884,0.1687,0.0803,0.2607,0.0764,98.6732,0.1025,0.341,0.4547,0.4201,1.5051,13.362,60.905,43.439,0.366,0.242,0.312,0.395,0.309,405,400.0
Jordan Beck,31431,25,COL,0.2966,0.3855,0.2277,0.0903,0.3737,0.3053,0.0717,0.3397,0.1406,80.3485,0.1161,0.4369,0.3576,0.4252,5.5364,13.596,46.457,54.148,17.037,0.247,0.305,0.393,0.305,433,401.0
Daulton Varsho,19918,29,TOR,0.2965,0.4019,0.2111,0.0978,0.3655,0.2617,0.079,0.2574,0.1243,103.2489,0.1456,0.3183,0.5133,0.5078,6.2067,19.066,59.16,62.328,8.385,0.225,0.289,0.449,0.315,416,402.0
Miguel Rojas,7802,37,LAD,0.2963,0.354,0.257,0.0317,0.3007,0.1238,0.0685,0.2834,0.069,93.1214,0.069,0.4558,0.3335,0.4029,4.1959,4.969,31.136,39.564,4.09,0.26,0.314,0.379,0.304,353,403.5
Michael Massey,27684,28,KCR,0.2963,0.3984,0.2486,0.0625,0.3604,0.1734,0.0406,0.2721,0.0921,77.414,0.0757,0.3332,0.4683,0.5133,3.2035,9.336,36.566,33.305,2.491,0.245,0.279,0.376,0.283,328,403.5
Xavier Edwards,22266,26,MIA,0.2962,0.3311,0.2597,0.0103,0.2821,0.149,0.086,0.3459,0.0565,102.9651,0.0211,0.4741,0.2857,0.3093,6.7451,2.506,39.017,66.566,27.937,0.294,0.356,0.369,0.32,497,405.0
Diego Castillo,19906,25,PIT,0.296,0.405,0.224,0.099,0.387,0.265,0.049,0.239,0.11,71.0,0.143,0.398,0.403,0.429,2.3,10.78,29.0,28.0,1.0,0.206,0.251,0.382,0.272,283,407.5
Kristian Campbell,33644,24,BOS,0.296,0.338,0.221,0.051,0.418,0.274,0.11,0.296,0.107,86.0,0.143,0.548,0.268,0.287,2.4,5.82,21.0,24.0,2.0,0.223,0.319,0.345,0.299,263,407.5
Calvin Mitchell,22169,24,PIT,0.296,0.376,0.236,0.049,0.407,0.224,0.078,0.276,0.124,77.0,0.102,0.472,0.304,0.481,3.1,4.85,17.0,21.0,3.0,0.226,0.286,0.349,0.281,232,407.5
Endy Rodriguez,25332,24,PIT,0.296,0.381,0.23,0.051,0.362,0.24,0.083,0.281,0.091,65.0,0.052,0.336,0.423,0.5,4.0,2.91,13.0,27.0,0.0,0.22,0.284,0.328,0.271,204,407.5
Harrison Bader,18030,32,- - -,0.2956,0.377,0.2284,0.0815,0.3715,0.2388,0.0641,0.3191,0.1175,102.4411,0.1193,0.4337,0.3808,0.454,4.9271,12.315,50.217,56.558,10.808,0.258,0.317,0.409,0.316,443,410.0
David Fletcher,17992,29,LAA,0.295,0.345,0.286,0.0,0.074,0.07,0.031,0.268,0.055,75.0,0.026,0.354,0.4,0.342,3.4,1.92,17.0,20.0,0.88,0.255,0.288,0.333,0.275,228,413.0
Alexander Canario,22842,26,PIT,0.295,0.407,0.219,0.124,0.438,0.342,0.073,0.313,0.192,68.0,0.12,0.453,0.365,0.387,4.5,5.94,20.0,25.0,3.0,0.218,0.274,0.338,0.27,234,413.0
Cesar Hernandez,10556,33,WSN,0.295,0.342,0.249,0.024,0.297,0.185,0.073,0.309,0.09,81.0,0.007,0.465,0.307,0.35,5.0,0.88,34.0,64.0,7.2,0.248,0.311,0.318,0.283,617,413.0
Miguel Cabrera,1744,41,DET,0.295,0.3587,0.2409,0.0434,0.3777,0.2093,0.0787,0.319,0.1152,85.1938,0.0569,0.5093,0.2749,0.3625,0.7245,3.082,36.526,22.122,0.168,0.256,0.317,0.343,0.292,386,413.0
Jeremiah Jackson,22239,26,BAL,0.295,0.398,0.226,0.075,0.467,0.273,0.06,0.365,0.164,117.0,0.119,0.5,0.35,0.367,3.9,4.95,21.0,20.0,0.0,0.276,0.328,0.447,0.336,183,413.0
Jose Siri,17452,29,TBR,0.2946,0.4189,0.2015,0.1344,0.3949,0.3683,0.0642,0.2673,0.1984,86.0943,0.1974,0.3975,0.43,0.4179,6.1806,18.348,47.643,52.655,11.794,0.2,0.26,0.402,0.285,406,416.5
Matt Duffy,13836,33,KCR,0.2946,0.3476,0.2582,0.0266,0.3104,0.1912,0.0604,0.3058,0.0992,74.413,0.044,0.4997,0.288,0.3372,1.963,1.76,16.0,16.152,0.517,0.251,0.307,0.321,0.28,218,416.5
Noelvi Marte,26517,24,CIN,0.2945,0.3988,0.2391,0.0826,0.3624,0.2579,0.0419,0.3044,0.135,85.3203,0.1303,0.4541,0.3543,0.4524,5.4929,10.71,41.237,38.787,9.704,0.247,0.285,0.405,0.298,315,418.0
Edmundo Sosa,17022,30,PHI,0.2944,0.3913,0.2411,0.0699,0.3718,0.2312,0.038,0.3143,0.151,103.0778,0.1394,0.4427,0.3513,0.4404,5.0297,8.668,34.057,33.336,3.032,0.263,0.305,0.442,0.321,268,419.0
Anthony Volpe,27647,25,NYY,0.2943,0.3804,0.227,0.0796,0.3983,0.2477,0.0709,0.2708,0.1046,84.3758,0.11,0.4418,0.3726,0.3691,6.3667,16.613,65.712,73.059,22.52,0.222,0.281,0.38,0.287,626,420.0
Nick Madrigal,20521,27,CHC,0.2942,0.3369,0.2725,0.0064,0.2676,0.0894,0.0395,0.2836,0.036,81.7405,0.0262,0.5691,0.2352,0.3608,5.3454,1.589,23.686,30.919,8.22,0.26,0.31,0.338,0.288,278,421.5
Jacob Young,29931,26,WSN,0.2942,0.3299,0.2582,0.0176,0.317,0.187,0.0664,0.3009,0.0667,74.4992,0.0334,0.5323,0.2504,0.2973,5.5916,2.447,33.361,53.359,23.499,0.243,0.305,0.308,0.276,424,421.5
David Villar,24782,26,SFG,0.294,0.353,0.191,0.091,0.364,0.32,0.099,0.3,0.159,124.0,0.205,0.374,0.444,0.384,3.1,8.91,24.0,21.0,0.0,0.231,0.331,0.455,0.344,181,423.5
Ceddanne Rafaela,24262,25,BOS,0.294,0.4001,0.2363,0.0856,0.3802,0.2236,0.0397,0.2977,0.1596,87.219,0.0968,0.425,0.3883,0.3921,6.7244,15.309,67.537,78.707,19.622,0.248,0.287,0.405,0.299,581,423.5
Miguel Andujar,15878,31,- - -,0.2939,0.3686,0.2583,0.0396,0.3477,0.1396,0.0467,0.3373,0.0805,116.883,0.084,0.4799,0.3363,0.3812,2.8321,7.163,38.835,34.155,1.39,0.306,0.34,0.436,0.336,333,425.0
Sal Frelick,29622,26,MIL,0.2937,0.3267,0.2503,0.0221,0.2436,0.1421,0.0813,0.3108,0.0469,103.4554,0.0561,0.4675,0.3383,0.3801,5.6924,7.913,49.655,68.831,17.676,0.275,0.34,0.378,0.317,503,426.5
Brandon Drury,11615,32,LAA,0.2937,0.3752,0.225,0.0753,0.4082,0.2385,0.0631,0.261,0.1173,79.5781,0.1289,0.489,0.3356,0.4017,2.758,14.607,52.487,49.663,0.567,0.22,0.279,0.373,0.285,437,426.5
Akil Baddoo,22168,25,DET,0.2932,0.3559,0.2118,0.0575,0.3469,0.2551,0.1161,0.2716,0.1066,84.0069,0.113,0.4551,0.3843,0.3765,5.5257,9.249,29.66,38.264,13.132,0.216,0.306,0.354,0.292,324,428.0
Andruw Monasterio,19455,29,MIL,0.2931,0.3686,0.2338,0.0539,0.3435,0.2244,0.0693,0.3297,0.0967,100.7333,0.0607,0.3131,0.463,0.4291,4.42,3.392,21.133,27.867,3.813,0.265,0.324,0.395,0.316,184,429.0
Carlos Narvaez,19722,27,BOS,0.293,0.381,0.22,0.091,0.446,0.249,0.085,0.294,0.123,97.0,0.136,0.442,0.374,0.368,2.0,15.0,50.0,51.0,0.96,0.241,0.306,0.419,0.315,446,430.5
Chad Wallach,17161,32,LAA,0.293,0.413,0.211,0.108,0.324,0.331,0.076,0.258,0.162,70.0,0.163,0.38,0.43,0.412,3.4,6.3,15.0,18.0,0.0,0.197,0.259,0.376,0.275,172,430.5
Parker Meadows,23800,26,DET,0.2929,0.3623,0.2255,0.0603,0.3099,0.2593,0.092,0.2921,0.1145,91.3275,0.0917,0.3778,0.4091,0.4083,6.4665,6.269,21.598,29.93,6.332,0.229,0.3,0.378,0.298,246,432.0
Daniel Schneemann,25180,29,CLE,0.2928,0.3695,0.2133,0.0977,0.4081,0.2869,0.0957,0.2736,0.1272,82.4524,0.12,0.4554,0.3686,0.4264,4.7767,9.863,36.315,40.356,6.618,0.209,0.288,0.357,0.284,345,434.0
Joey Gallo,14128,31,WSN,0.2928,0.3826,0.1624,0.1606,0.4797,0.4062,0.1332,0.2344,0.1772,86.3016,0.1997,0.2822,0.5486,0.5625,3.2576,14.179,34.815,33.157,1.811,0.167,0.286,0.377,0.294,301,434.0
Oscar Gonzalez,20970,26,CLE,0.2928,0.3941,0.2509,0.0759,0.4039,0.2311,0.0326,0.3058,0.1575,79.0738,0.0866,0.499,0.2916,0.3693,2.7128,5.672,24.844,24.944,0.414,0.248,0.275,0.374,0.28,230,434.0
Brandon Crawford,5343,37,SFG,0.2927,0.3722,0.2153,0.09,0.4045,0.2404,0.087,0.2536,0.149,70.0748,0.0837,0.4349,0.3861,0.401,3.9447,6.117,42.522,37.137,1.412,0.206,0.284,0.324,0.269,354,436.0
Adam Duvall,10950,36,ATL,0.2926,0.4108,0.2005,0.1172,0.3793,0.3064,0.0636,0.2575,0.1308,82.3323,0.1308,0.2725,0.5295,0.5416,2.8441,11.977,40.431,35.645,0.84,0.208,0.269,0.404,0.29,336,437.0
