Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Kutter Crawford","BOS",5,5,2,4.3158,52,6,0,4,,82,345,79,42,39,13,24,,3,77,8.37814,2.59543,3.22803,1.37119,0.221959,0.0687598,0.1531989872455597,0.246749,1.24235,0.28805,0.708348,,,4.23758,0.484972,0.404258,999,,,,,,,330.5000000000001,4.03048780487805,330,4.024390243902439,,,,,,,,,,,,,,,,,,,"Kutter Crawford","20531",676710
"Sean Newcomb","CHW",3,3,1,3.93004,62,2,2,10,,69,299,65,33,30,7,28,,3,66,8.56352,3.61262,2.37045,0.952393,0.220339,0.0929526,0.12738661468029022,0.242482,1.3394,0.296043,0.725606,,,3.95792,0.477731,0.413038,999,,,,,,,344.5,4.992753623188406,343,4.971014492753623,,,,,,,,,,,,,,,,,,,"Sean Newcomb","16943",656794
"Jon Gray",,2,2,3,4.46072,6,6,0,0,,35,148,34,18,17,5,11,,1,30,7.77486,2.86888,2.71007,1.25334,0.202204,0.0746123,0.12759197503328323,0.252853,1.3092,0.292108,0.698173,,,4.28347,0.475126,0.378946,999,,,,,,,133.1,3.8028571428571425,134,3.8285714285714287,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"Tyler Anderson","LAA",5,7,8,4.86633,18,18,0,0,,100,437,103,58,54,16,40,,4,77,6.91608,3.59149,1.92568,1.4757,0.175207,0.0909843,0.08422265201807022,0.26131,1.43048,0.287742,0.706754,,,5.04628,0.465822,0.435387,999,,,,,,,297.40000000000003,2.974,314,3.14,,,,,,,,,,,,,,,,,,,"Tyler Anderson","12880",542881
"Yimi García","TOR",3,3,0,3.81938,56,0,4,11,,56,235,48,25,24,7,20,,3,61,9.8174,3.26605,3.00589,1.10125,0.259608,0.0863663,0.17324147373437881,0.2257,1.21555,0.284754,0.730535,,,3.81614,0.456927,0.51433,999,,,,,,,320.50000000000006,5.7232142857142865,306,5.464285714285714,,,,,,,,,,,,,,,,,,,"Yimi Garcia","12095",554340
"Steven Okert","HOU",3,3,0,3.84913,64,0,0,14,,64,266,53,29,27,9,23,,3,73,10.2743,3.27024,3.14176,1.31382,0.27484,0.0874797,0.18736054003238678,0.223063,1.19756,0.280657,0.742769,,,3.99136,0.446953,0.402929,999,,,,,,,349.1,5.4546875,327,5.109375,,,,,,,,,,,,,,,,,,,"Steven Okert","13580",595345
"Justin Wilson",,2,2,0,3.61899,42,0,0,0,,42,182,39,18,17,5,16,,1,46,9.78773,3.37192,2.90272,0.989184,0.250867,0.0864248,0.16444211453199387,0.236519,1.30368,0.299991,0.758605,,,3.61041,0.442517,0.449942,999,,,,,,,188.9,4.497619047619048,186,4.428571428571429,,,,,,,,,,,,,,,,,,,"Justin Wilson","4301",458677
"Kirby Yates","LAA",3,4,0,3.92251,56,0,4,12,,56,237,46,27,24,7,26,,3,67,10.7047,4.23937,2.52508,1.09763,0.281174,0.111352,0.1698215901851654,0.219648,1.28458,0.289066,0.727303,,,3.92078,0.441733,0.305645,293.1600036621094,,,,,,,323.70000000000005,5.780357142857143,304,5.428571428571429,,,,,,,,,,,,,,,,,,,"Kirby Yates","9073",489446
"Brooks Raley","NYM",3,3,0,3.80213,62,0,1,14,,62,260,54,28,26,6,22,,5,61,8.79129,3.19746,2.74946,0.921151,0.232768,0.0846597,0.14810846745967865,0.233307,1.23152,0.289134,0.714877,,,3.83427,0.441332,0.371713,999,,,,,,,346.5999999999999,5.59032258064516,334,5.387096774193548,,,,,,,,,,,,,,,,,,,"Brooks Raley","10061",548384
"Colin Rea","CHC",5,5,3,4.36261,48,8,0,1,,86,366,87,45,42,13,24,,4,68,7.15334,2.52859,2.82898,1.31147,0.186686,0.0659907,0.1206955686211586,0.256811,1.29097,0.288833,0.70795,,,4.41364,0.439646,0.413445,746.010009765625,,,,,,,306.3,3.5616279069767445,317,3.686046511627907,,,,,,,,,,,,,,,,,,,"Colin Rea","12317",607067
"Luke Weaver","NYM",4,3,0,3.99686,67,0,4,14,,67,283,61,32,30,9,22,,2,73,9.74861,2.98444,3.26648,1.26967,0.256313,0.0784677,0.1778455600142479,0.234985,1.23884,0.29059,0.727973,,,3.8983,0.437722,0.341004,723.8300170898438,,,,,,,376.4999999999999,5.619402985074625,368,5.492537313432836,,,,,,,,,,,,,,,,,,,"Luke Weaver","16918",596133
"Shawn Armstrong","CLE",3,3,0,3.80585,68,0,3,16,,68,285,62,31,29,8,21,,4,68,8.98995,2.76001,3.25722,1.11581,0.238621,0.0732591,0.16536197066307068,0.237711,1.21504,0.290681,0.728527,,,3.84333,0.428918,0.451235,999,,,,,,,383.6000000000001,5.641176470588237,376,5.529411764705882,,,,,,,,,,,,,,,,,,,"Shawn Armstrong","12857",542888
"Taylor Rogers","MIN",4,3,0,4.13475,61,0,19,6,,61,266,56,30,28,8,27,,4,65,9.51751,4.02127,2.36679,1.10981,0.242915,0.102635,0.14028053730726242,0.238331,1.36131,0.297856,0.725643,,,4.17205,0.42769,0.294332,421.6700134277344,,,,,,,363.4000000000001,5.957377049180329,357,5.852459016393443,,,,,,,,,,,,,,,,,,,"Taylor Rogers","13449",573124
"Jordan Montgomery","TEX",2,3,2,4.37697,16,6,0,1,,47,202,48,25,23,6,15,,1,38,7.37149,2.90198,2.54016,1.23349,0.190189,0.074873,0.11531639099121094,0.259458,1.34799,0.296506,0.711837,,,4.34032,0.420545,0.348206,999,,,,,,,181.2,3.85531914893617,189,4.0212765957446805,,,,,,,,,,,,,,,,,,,"Jordan Montgomery","16511",656756
"Clayton Beeter","WSN",3,3,0,3.97772,63,0,17,9,,63,271,53,30,28,7,33,,3,72,10.244,4.66395,2.19643,1.02324,0.264325,0.120343,0.14398233592510223,0.224122,1.3579,0.291021,0.731721,,,4.01548,0.419738,0.572827,326.2900085449219,,,,,,,399.3,6.338095238095239,381,6.0476190476190474,,,,,,,,,,,,,,,,,,,"Clayton Beeter","27494",690925
"Victor Vodnik","COL",3,4,0,4.25327,64,0,23,4,,64,281,62,33,30,7,31,,2,62,8.68298,4.34342,1.99911,0.989684,0.219578,0.109838,0.10974003374576569,0.250911,1.45747,0.307731,0.726953,,,4.16048,0.416451,0.786859,504.3999938964844,,,,,,,382.3,5.9734375,385,6.015625,,,,,,,,,,,,,,,,,,,"Victor Vodnik","24614",680767
"Ben Brown","CHC",3,3,1,3.73701,52,2,0,5,,59,248,52,27,25,7,19,,2,66,9.98794,2.93094,3.40776,1.05637,0.265487,0.0779065,0.18758033215999603,0.22745,1.1949,0.28979,0.721415,,,3.51692,0.4084,0.286615,732.969970703125,,,,,,,304.3,5.157627118644068,293,4.966101694915254,,,,,,,,,,,,,,,,,,,"Ben Brown","23590",676962
"Yennier Cano","BAL",4,3,0,3.6626,60,0,1,13,,60,254,57,27,24,6,21,,2,55,8.21517,3.16136,2.59862,0.893761,0.215314,0.0828571,0.13245678693056107,0.247249,1.30366,0.300398,0.738533,,,3.76281,0.403873,0.361018,999,,,,,,,320,5.333333333333333,320,5.333333333333333,,,,,,,,,,,,,,,,,,,"Yennier Cano","25911",666974
"Payton Tolle","BOS",2,2,2,4.06143,21,5,0,1,,40,171,38,20,18,6,13,,1,42,9.2413,2.89906,3.18769,1.26594,0.243027,0.0762391,0.16678757965564728,0.239977,1.25068,0.291609,0.724552,,,3.97722,0.40209,0.334429,659.530029296875,,,,,,,169.39999999999998,4.234999999999999,168,4.2,,,,,,,,,,,,,,,,,,,"Payton Tolle","35466",801139
"Tyler Kinley","ATL",4,3,0,4.01452,63,0,0,13,,63,268,55,30,28,8,27,,2,70,10.0125,3.8325,2.61253,1.14013,0.261635,0.100147,0.16148881614208221,0.228984,1.29344,0.290586,0.729351,,,3.94646,0.401969,0.349286,999,,,,,,,329.80000000000007,5.234920634920636,316,5.015873015873016,,,,,,,,,,,,,,,,,,,"Tyler Kinley","18297",641755
"Gabe Speier","SEA",4,2,0,3.33658,58,0,0,12,,58,239,48,24,22,7,18,,3,67,10.3474,2.76706,3.73947,1.01123,0.279431,0.0747246,0.20470597594976425,0.220492,1.13562,0.287021,0.74608,,,3.37184,0.397723,0.313428,746.3800048828125,,,,,,,337.3,5.81551724137931,318,5.482758620689655,,,,,,,,,,,,,,,,,,,"Gabe Speier","17170",642100
"Justin Sterner","ATH",3,3,0,4.14846,65,0,8,10,,65,276,59,32,30,9,24,,4,65,9.02651,3.32304,2.71634,1.29258,0.236242,0.0869706,0.14927124232053757,0.23811,1.27818,0.286556,0.728454,,,4.28041,0.395822,0.404408,412.3999938964844,,,,,,,342.9,5.275384615384615,334,5.138461538461539,,,,,,,,,,,,,,,,,,,"Justin Sterner","27694",686993
"Eduard Bazardo","SEA",3,3,0,3.62769,68,0,1,14,,68,283,59,30,27,8,23,,3,69,9.18747,3.03332,3.02885,1.03977,0.245046,0.0809039,0.1641421839594841,0.22962,1.20661,0.284475,0.738565,,,3.73196,0.39459,0.267535,999,,,,,,,372.4000000000001,5.476470588235295,357,5.25,,,,,,,,,,,,,,,,,,,"Eduard Bazardo","20997",660825
"Taijuan Walker","PHI",6,8,5,4.96522,50,16,0,1,,120,526,129,71,66,20,43,,5,85,6.33827,3.21893,1.96906,1.49653,0.160794,0.0816603,0.07913383841514587,0.270007,1.4321,0.292128,0.699495,,,5.08989,0.39319,0.346573,999,,,,,,,336.6,2.805,370,3.0833333333333335,,,,,,,,,,,,,,,,,,,"Taijuan Walker","11836",592836
"Connor Prielipp","MIN",4,4,2,4.06141,45,5,0,1,,64,276,62,31,29,7,23,,4,59,8.34938,3.31296,2.52022,1.0111,0.213401,0.0846756,0.12872517853975296,0.24816,1.34125,0.298744,0.720743,,,4.01762,0.390877,0.381003,999,,,,,,,267.3,4.1765625,270,4.21875,,,,,,,,,,,,,,,,,,,"Connor Prielipp","sa3020808",687570
"Martín Pérez","ATL",2,3,4,4.52389,8,8,0,0,,45,195,47,24,22,6,17,,1,34,6.89642,3.41615,2.01877,1.15397,0.174858,0.0866162,0.08824187517166138,0.265681,1.43432,0.301262,0.711461,,,4.50624,0.387915,0.439979,999,,,,,,,151,3.3555555555555556,161,3.577777777777778,,,,,,,,,,,,,,,,,,,"Martin Perez","6902",527048
"Justin Wrobleski","LAD",4,3,2,4.26407,42,5,0,1,,66,281,64,34,31,9,22,,2,60,8.24232,3.00793,2.7402,1.27826,0.215222,0.0785424,0.13667932897806168,0.248605,1.29969,0.29141,0.717063,,,4.26482,0.38697,0.309307,704.4299926757812,,,,,,,263.30000000000007,3.9893939393939406,265,4.015151515151516,,,,,,,,,,,,,,,,,,,"Justin Wrobleski","31204",680736
"Jordan Romano","LAA",4,4,0,4.2396,63,0,3,12,,63,269,57,32,30,9,24,,4,68,9.65875,3.41076,2.83185,1.26839,0.25156,0.0888324,0.1627276986837387,0.236709,1.285,0.292749,0.71086,,,4.13651,0.386894,0.106588,737.530029296875,,,,,,,322.30000000000007,5.115873015873017,313,4.968253968253968,,,,,,,,,,,,,,,,,,,"Jordan Romano","16122",605447
"Riley O'Brien","STL",3,3,0,3.71004,63,0,13,11,,63,272,55,28,26,6,28,,6,65,9.33014,4.02097,2.32037,0.80095,0.24013,0.103488,0.136642225086689,0.230097,1.31624,0.294183,0.727078,,,3.83416,0.3841,0.734301,254.6199951171875,,,,,,,386.4000000000001,6.133333333333335,374,5.936507936507937,,,,,,,,,,,,,,,,,,,"Riley O'Brien","20348",676617
"Jakob Junis","TEX",3,3,0,4.08094,65,0,1,13,,65,273,63,32,29,8,17,,3,57,7.84451,2.34826,3.34056,1.12454,0.207725,0.0621827,0.1455421932041645,0.249132,1.22881,0.291827,0.69967,,,3.94904,0.382907,0.115903,999,,,,,,,329.8,5.073846153846154,332,5.107692307692307,,,,,,,,,,,,,,,,,,,"Jakob Junis","13619",596001
"Carson Whisenhunt","SFG",3,3,3,4.32792,20,8,0,1,,54,233,55,28,26,7,19,,2,42,7.08668,3.12066,2.27089,1.13322,0.181403,0.0798817,0.10152100026607513,0.258343,1.36883,0.294504,0.713042,,,4.35022,0.382602,0.341762,999,,,,,,,195.5,3.6203703703703702,204,3.7777777777777777,,,,,,,,,,,,,,,,,,,"Carson Whisenhunt","31676",687931
"Justin Slaten","BOS",4,4,0,3.98652,61,0,0,13,,61,258,57,30,27,7,22,,2,58,8.55675,3.17713,2.69324,1.06793,0.225052,0.083562,0.14149004966020584,0.243584,1.28881,0.294744,0.717058,,,3.92461,0.379272,0.278245,999,,,,,,,313.1000000000001,5.132786885245903,310,5.081967213114754,,,,,,,,,,,,,,,,,,,"Justin Slaten","25648",686580
"Tyler Holton","DET",4,4,0,3.64869,72,0,1,14,,72,294,66,32,29,9,19,,2,60,7.55686,2.33442,3.23714,1.09315,0.205667,0.0635334,0.14213331043720245,0.24255,1.17946,0.281973,0.729387,,,3.90248,0.377295,0.509499,999,,,,,,,368.5000000000001,5.118055555555557,361,5.013888888888889,,,,,,,,,,,,,,,,,,,"Tyler Holton","26231",663947
"Kody Funderburk","MIN",4,4,0,3.86232,65,0,2,15,,65,282,61,30,28,6,27,,5,62,8.56878,3.72475,2.3005,0.830811,0.219732,0.0955152,0.12421704828739166,0.242803,1.34751,0.300381,0.724956,,,3.89391,0.376945,0.477937,746.469970703125,,,,,,,346.6,5.332307692307693,345,5.3076923076923075,,,,,,,,,,,,,,,,,,,"Kody Funderburk","24993",681892
"Hunter Gaddis","CLE",3,3,0,3.86929,66,0,3,14,,66,278,60,31,28,9,21,,4,64,8.77565,2.87739,3.04987,1.19751,0.231569,0.0759276,0.15564143657684326,0.236841,1.2285,0.284256,0.733258,,,4.03549,0.372469,0.392806,746.4400024414062,,,,,,,345.7000000000001,5.237878787878789,337,5.106060606060606,,,,,,,,,,,,,,,,,,,"Hunter Gaddis","25636",683769
"Aaron Bummer","ATL",3,3,0,3.57085,60,0,0,12,,60,260,56,26,24,5,23,,5,62,9.29693,3.48197,2.67002,0.7285,0.23816,0.0891976,0.14896221458911896,0.239945,1.31519,0.307584,0.730085,,,3.52716,0.36878,0.461585,999,,,,,,,324.9,5.415,323,5.383333333333334,,,,,,,,,,,,,,,,,,,"Aaron Bummer","16258",607481
"Trevor McDonald","SFG",4,4,3,4.18687,34,8,0,1,,72,313,73,36,34,8,24,,6,56,7.01164,2.97709,2.3552,0.978892,0.179395,0.0761696,0.10322493314743042,0.257312,1.34252,0.29663,0.702955,,,4.22351,0.361982,0.480046,746.5999755859375,,,,,,,270.6000000000001,3.7583333333333346,282,3.9166666666666665,,,,,,,,,,,,,,,,,,,"Trevor McDonald","26448",686790
"John Schreiber","KCR",3,3,0,4.04656,64,0,1,14,,64,272,60,31,29,7,23,,3,59,8.34358,3.27874,2.54475,1.03269,0.218026,0.0856768,0.1323494017124176,0.243793,1.30029,0.293567,0.715113,,,4.01114,0.36134,0.317582,999,,,,,,,332.5,5.1953125,330,5.15625,,,,,,,,,,,,,,,,,,,"John Schreiber","20020",670167
"Luis Medina","ATH",4,4,2,4.52092,46,6,0,1,,73,321,70,40,37,9,33,,5,66,8.07856,4.01991,2.00964,1.0797,0.20385,0.101436,0.1024135872721672,0.24737,1.40832,0.293277,0.69787,,,4.44673,0.358721,0.236616,999,,,,,,,269.50000000000006,3.691780821917809,270,3.6986301369863015,,,,,,,,,,,,,,,,,,,"Luis Medina","21649",665622
"Tanner Banks","PHI",3,3,0,3.85466,62,0,0,12,,62,259,58,29,27,8,18,,2,58,8.47883,2.54736,3.32847,1.16465,0.225253,0.0676746,0.1575784534215927,0.244096,1.22641,0.291404,0.731865,,,3.88608,0.358204,0.343744,999,,,,,,,313.59999999999997,5.058064516129032,310,5,,,,,,,,,,,,,,,,,,,"Tanner Banks","16990",621383
"Caden Dana","LAA",5,7,7,4.99463,16,16,0,0,,86,379,86,51,48,14,38,,4,76,7.92161,3.93826,2.01145,1.46603,0.200307,0.0995834,0.10072346031665802,0.254669,1.43193,0.290577,0.695576,,,4.96141,0.353368,0.287121,999,,,,,,,266.6,3.1,274,3.186046511627907,,,,,,,,,,,,,,,,,,,"Caden Dana","31508",702674
"Justin Topa","MIN",3,3,0,4.03202,62,0,2,12,,62,268,63,30,28,6,20,,4,51,7.40735,2.91807,2.53844,0.828347,0.190301,0.0749677,0.11533351242542267,0.258782,1.3431,0.306685,0.703929,,,3.84883,0.351004,0.224831,746.530029296875,,,,,,,309.19999999999993,4.987096774193548,320,5.161290322580645,,,,,,,,,,,,,,,,,,,"Justin Topa","15145",623437
"Kyle Finnegan","DET",4,4,0,3.91926,64,0,4,13,,64,270,60,30,28,8,23,,1,60,8.37556,3.22043,2.60076,1.08984,0.220234,0.0846808,0.13555346429347992,0.244928,1.30156,0.293653,0.73238,,,3.9655,0.347128,0.363494,613.5499877929688,,,,,,,339.20000000000005,5.300000000000001,336,5.25,,,,,,,,,,,,,,,,,,,"Kyle Finnegan","15009",640448
"Kenley Jansen","DET",4,3,0,4.10324,60,0,23,4,,60,250,53,29,27,9,22,,2,60,9.03899,3.23905,2.79063,1.27738,0.240769,0.0862776,0.15449126809835434,0.232801,1.24061,0.280176,0.719471,,,4.13631,0.337349,0.310132,137.6199951171875,,,,,,,374.49999999999994,6.241666666666665,362,6.033333333333333,,,,,,,,,,,,,,,,,,,"Kenley Jansen","3096",445276
"Danny Coulombe","BOS",3,2,0,3.75647,55,0,0,10,,55,231,50,25,23,6,20,,2,54,8.77775,3.32887,2.63686,0.97726,0.232658,0.0882332,0.14442507922649384,0.239266,1.27719,0.294932,0.737476,,,3.79596,0.329571,0.299311,999,,,,,,,285.2,5.1854545454545455,279,5.072727272727272,,,,,,,,,,,,,,,,,,,"Danny Coulombe","13293",543056
"Kyle Hurt","LAD",3,3,2,4.35266,31,5,0,1,,50,218,46,26,24,7,23,,2,53,9.45193,4.19345,2.25397,1.1973,0.241522,0.107154,0.1343679577112198,0.236671,1.37311,0.292149,0.715422,,,4.31,0.32273,0.179793,999,,,,,,,199.29999999999998,3.9859999999999998,194,3.88,,,,,,,,,,,,,,,,,,,"Kyle Hurt","27514",669165
"Mason Englert","TBR",3,2,0,3.99253,60,0,1,12,,60,253,57,29,27,8,18,,2,56,8.40036,2.62675,3.19801,1.1651,0.221389,0.0692272,0.15216182172298431,0.244942,1.24299,0.291348,0.716249,,,3.95009,0.318323,0.156404,999,,,,,,,302.40000000000003,5.040000000000001,301,5.016666666666667,,,,,,,,,,,,,,,,,,,"Mason Englert","22288",669438
"Marcus Stroman",,3,3,4,4.71212,10,10,0,0,,51,222,53,29,27,7,20,,2,36,6.31142,3.49856,1.804,1.1614,0.159831,0.0885979,0.07123309373855591,0.266099,1.44162,0.295494,0.693371,,,4.70263,0.315507,0.277043,999,,,,,,,159.50000000000006,3.127450980392158,170,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Marcus Stroman","13431",573186
"Keegan Akin","BAL",4,3,0,3.9311,66,0,3,16,,66,278,61,31,29,9,23,,2,67,9.18154,3.15381,2.91126,1.25179,0.241845,0.0830723,0.15877245366573334,0.238945,1.26889,0.290317,0.74483,,,4.02627,0.315215,0.328339,999,,,,,,,357.1,5.410606060606061,351,5.318181818181818,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"Drew Thorpe","CHW",2,3,3,4.818,8,8,0,0,,43,188,45,25,23,7,16,,1,33,6.83237,3.26083,2.09529,1.44259,0.175081,0.0835595,0.0915217399597168,0.263217,1.4038,0.290124,0.703656,,,4.83827,0.313492,0.169832,999,,,,,,,130.1,3.025581395348837,139,3.2325581395348837,,,,,,,,,,,,,,,,,,,"Drew Thorpe","31967",689672
"Jonah Tong","NYM",2,2,1,3.70618,13,3,0,1,,26,112,22,12,11,3,11,,1,30,10.2663,3.71079,2.7666,1.03693,0.26928,0.0973325,0.1719479113817215,0.223508,1.26149,0.288575,0.74075,,,3.66186,0.312092,0.30843,647.6500244140625,,,,,,,126.3,4.857692307692307,119,4.576923076923077,,,,,,,,,,,,,,,,,,,"Jonah Tong","32157",804636
"Dietrich Enns","BAL",3,3,0,3.96087,62,0,0,13,,62,268,64,30,27,8,19,,2,56,8.14948,2.69449,3.0245,1.13302,0.20954,0.0692809,0.14025910198688507,0.258254,1.32859,0.305809,0.740008,,,3.96914,0.311597,0.107267,999,,,,,,,295,4.758064516129032,307,4.951612903225806,,,,,,,,,,,,,,,,,,,"Dietrich Enns","13932",608650
"Andrew Alvarez","WSN",2,3,2,4.28898,33,5,0,1,,53,233,55,28,25,6,20,,2,40,6.70563,3.42664,1.95691,1.02539,0.171215,0.0874925,0.08372262865304947,0.260977,1.40501,0.296939,0.712512,,,4.40682,0.309694,0.252522,999,,,,,,,193.40000000000003,3.6490566037735856,205,3.8679245283018866,,,,,,,,,,,,,,,,,,,"Andrew Alvarez","29914",674841
"Tyler Rogers","TOR",5,3,0,3.85711,74,0,2,18,,74,311,76,34,32,8,18,,3,51,6.14298,2.13614,2.87573,0.980889,0.162423,0.0564807,0.1059427373111248,0.260553,1.25862,0.291643,0.717462,,,4.0349,0.305271,0.454742,741.52001953125,,,,,,,372.6,5.035135135135135,387,5.22972972972973,,,,,,,,,,,,,,,,,,,"Tyler Rogers","15541",643511
"Clarke Schmidt","NYY",2,2,1,3.99119,17,3,0,1,,32,134,29,15,14,4,11,,2,31,8.82609,3.04241,2.90101,1.17107,0.231229,0.0797062,0.15152259916067123,0.237016,1.24954,0.285704,0.723775,,,4.05164,0.303711,0.284483,999,,,,,,,139.20000000000002,4.3500000000000005,135,4.21875,,,,,,,,,,,,,,,,,,,"Clarke Schmidt","19899",657376
"Josiah Gray","WSN",5,7,8,4.9742,18,18,0,0,,97,425,96,57,54,17,41,,5,84,7.82171,3.79344,2.0619,1.56106,0.198047,0.0960506,0.10199649631977081,0.254455,1.41716,0.286445,0.703307,,,5.07773,0.30328,0.442385,999,,,,,,,289.1,2.9804123711340207,294,3.0309278350515463,,,,,,,,,,,,,,,,,,,"Josiah Gray","24580",680686
"Andrew Nardi","MIA",3,3,0,3.7085,56,0,0,10,,56,238,47,25,23,7,24,,2,67,10.7009,3.79756,2.81784,1.07021,0.280003,0.0993679,0.18063516169786453,0.222526,1.26317,0.292146,0.75127,,,3.70113,0.29833,0.328151,999,,,,,,,302.1000000000001,5.394642857142858,285,5.089285714285714,,,,,,,,,,,,,,,,,,,"Andrew Nardi","25942",677053
"José Urquidy","PIT",5,7,5,4.8657,37,15,0,1,,99,425,104,57,53,16,29,,4,72,6.58382,2.66478,2.47068,1.45583,0.170028,0.0688183,0.10120992362499237,0.264826,1.34642,0.289171,0.685752,,,4.7839,0.297121,0.476564,999,,,,,,,314.4,3.1757575757575753,336,3.393939393939394,,,,,,,,,,,,,,,,,,,"Jose Urquidy","18413",664353
"Brandon Williamson","CIN",4,5,3,4.94068,40,10,0,1,,80,350,81,47,44,13,33,,4,66,7.44726,3.70386,2.01068,1.44986,0.18801,0.0935059,0.09450411051511765,0.25869,1.43172,0.290715,0.696946,,,4.94719,0.294235,0.311336,999,,,,,,,246.50000000000003,3.0812500000000003,256,3.2,,,,,,,,,,,,,,,,,,,"Brandon Williamson","25463",682227
"Erik Miller","SFG",4,3,0,3.60245,62,0,2,15,,62,269,52,27,25,5,33,,2,68,9.80088,4.80643,2.03912,0.773853,0.250654,0.122923,0.12773112952709198,0.223636,1.37739,0.291731,0.746844,,,3.7955,0.293297,0.560092,999,,,,,,,363.09999999999997,5.856451612903225,346,5.580645161290323,,,,,,,,,,,,,,,,,,,"Erik Miller","26252",669062
"Phil Maton","CHC",4,3,0,3.75629,65,0,4,14,,65,274,54,29,27,7,25,,6,67,9.31469,3.52878,2.63964,1.00414,0.245325,0.0929389,0.15238604694604874,0.224285,1.22847,0.280656,0.72349,,,3.98457,0.292211,0.731924,732.6900024414062,,,,,,,371.5,5.7153846153846155,351,5.4,,,,,,,,,,,,,,,,,,,"Phil Maton","18064",664208
"Quinn Mathews","STL",2,3,4,4.31063,8,8,0,0,,40,178,38,21,19,5,20,,2,36,8.1643,4.58696,1.77989,1.06395,0.204857,0.115095,0.08976198732852936,0.244668,1.45718,0.291259,0.726177,,,4.52423,0.288463,0.361026,999,,,,,,,141.7,3.5424999999999995,141,3.525,,,,,,,,,,,,,,,,,,,"Quinn Mathews","sa3023407",687273
"Troy Melton","DET",3,3,1,4.02828,38,3,0,1,,52,219,50,25,23,7,15,,1,47,8.09067,2.6449,3.05897,1.22149,0.213131,0.0696743,0.14345695078372955,0.247332,1.25813,0.289299,0.725076,,,4.05937,0.284159,0.244742,674.760009765625,,,,,,,218.70000000000005,4.205769230769231,219,4.211538461538462,,,,,,,,,,,,,,,,,,,"Troy Melton","31807",675512
"Mason Montgomery","PIT",3,3,0,3.86739,60,0,2,12,,60,258,54,28,26,7,24,,3,63,9.39293,3.65166,2.57224,1.0294,0.243081,0.0945017,0.1485792174935341,0.235022,1.30844,0.293835,0.734789,,,3.89235,0.281522,0.433394,999,,,,,,,320.5,5.341666666666667,312,5.2,,,,,,,,,,,,,,,,,,,"Mason Montgomery","29770",682254
"Tanner Gordon","COL",3,4,2,5.2478,30,6,0,1,,57,249,67,36,33,11,13,,1,42,6.52041,2.05394,3.17458,1.69356,0.166809,0.0525451,0.1142638586461544,0.283822,1.38875,0.306131,0.680431,,,4.89529,0.28104,0.197728,999,,,,,,,158.3,2.7771929824561408,188,3.2982456140350878,,,,,,,,,,,,,,,,,,,"Tanner Gordon","27669",685299
"Ryan Bergert","KCR",2,3,3,4.63827,28,8,0,1,,60,260,60,33,31,8,24,,2,50,7.48104,3.64948,2.04989,1.25749,0.190774,0.0930653,0.09770838916301727,0.255587,1.40664,0.292396,0.705353,,,4.60939,0.27824,0.309467,999,,,,,,,215.60000000000002,3.5933333333333337,222,3.7,,,,,,,,,,,,,,,,,,,"Ryan Bergert","29863",686701
"JR Ritchie","ATL",2,2,3,4.4939,6,6,0,0,,34,149,34,19,17,4,13,,2,29,7.54908,3.36311,2.24467,1.1754,0.19324,0.0860882,0.10715141892433167,0.255886,1.37314,0.295883,0.699538,,,4.45963,0.27822,0.247386,999,,,,,,,127.00000000000003,3.7352941176470598,131,3.8529411764705883,,,,,,,,,,,,,,,,,,,"JR Ritchie","sa3020395",702275
"Calvin Faucher","MIA",3,4,0,4.00053,64,0,5,11,,64,280,60,31,28,7,28,,3,64,8.96019,3.94614,2.27062,0.996,0.227675,0.10027,0.1274053454399109,0.242319,1.38205,0.29878,0.733636,,,4.01903,0.278061,0.483864,999,,,,,,,335.5,5.2421875,333,5.203125,,,,,,,,,,,,,,,,,,,"Calvin Faucher","20116",676534
"Greg Weissert","BOS",4,4,0,4.20514,65,0,1,17,,65,279,63,33,30,8,23,,3,59,8.11212,3.2087,2.52816,1.1122,0.210137,0.0831187,0.12701868265867233,0.250422,1.33025,0.2969,0.715573,,,4.14185,0.275676,0.249518,999,,,,,,,331.8,5.104615384615385,334,5.138461538461539,,,,,,,,,,,,,,,,,,,"Greg Weissert","20375",669711
"Angel Zerpa","MIL",3,3,0,3.61029,60,0,0,12,,60,253,55,26,24,7,20,,3,57,8.5165,2.97707,2.8607,0.988313,0.224458,0.0784626,0.1459953412413597,0.240051,1.2532,0.291622,0.744194,,,3.78994,0.271826,0.435043,999,,,,,,,307.9,5.131666666666666,302,5.033333333333333,,,,,,,,,,,,,,,,,,,"Angel Zerpa","22717",672582
